subject,checker_type,destination,tested_at
ksimdw.ru,AVAILABILITY,domains.list,04:58.3
kxrcjhogag.ru,AVAILABILITY,domains.list,04:59.0
l33tsite.info,AVAILABILITY,domains.list,04:59.5
levin.nimiqpool.com,AVAILABILITY,domains.list,05:00.8
latestpromotions.club,AVAILABILITY,domains.list,05:01.4
kippbeak.cf,AVAILABILITY,domains.list,05:02.1
lib.xmrm.pw,AVAILABILITY,domains.list,05:02.8
lib.bmst.pw,AVAILABILITY,domains.list,05:03.5
listat.biz,AVAILABILITY,domains.list,05:04.0
lmeeulcfttqv.ru,AVAILABILITY,domains.list,05:04.8
load.jsecoin.com,AVAILABILITY,domains.list,05:05.4
load.nimiqpool.com,AVAILABILITY,domains.list,05:06.3
live.4480.org,AVAILABILITY,domains.list,05:07.5
london01.monero.hashvault.pro,AVAILABILITY,domains.list,05:08.2
lookvision.info,AVAILABILITY,domains.list,05:08.9
losangeles01.monero.hashvault.pro,AVAILABILITY,domains.list,05:09.8
m.anyfiles.ovh,AVAILABILITY,domains.list,05:10.6
ma.herphemiste.com,AVAILABILITY,domains.list,05:11.1
malictuiar.com,AVAILABILITY,domains.list,05:11.7
main.minero.cc,AVAILABILITY,domains.list,05:12.5
marcycoin.org,AVAILABILITY,domains.list,05:13.2
mariuspetrescu.gq,AVAILABILITY,domains.list,05:13.9
mataharirama.xyz,AVAILABILITY,domains.list,05:14.4
metrics.nimiq-network.com,AVAILABILITY,domains.list,05:14.9
m4.cd,AVAILABILITY,domains.list,05:16.0
mhiobjnirs.gq,AVAILABILITY,domains.list,05:16.7
mighbest.host,AVAILABILITY,domains.list,05:17.3
mighbest.pw,AVAILABILITY,domains.list,05:18.0
mighbest.site,AVAILABILITY,domains.list,05:18.7
mighbest.si,AVAILABILITY,domains.list,05:19.5
miner-1.team.nimiq.ag,AVAILABILITY,domains.list,05:20.0
miner2.nimiq.network,AVAILABILITY,domains.list,05:20.7
miner-1.team.nimiq.agency,AVAILABILITY,domains.list,05:21.2
miner-2.team.nimiq.ag,AVAILABILITY,domains.list,05:21.7
miner-2.team.nimiq.agency,AVAILABILITY,domains.list,05:22.2
miner-3.team.nimiq.ag,AVAILABILITY,domains.list,05:22.7
miner-3.team.nimiq.agency,AVAILABILITY,domains.list,05:23.2
miner-4.team.nimiq.ag,AVAILABILITY,domains.list,05:23.7
miner-4.team.nimiq.agency,AVAILABILITY,domains.list,05:24.2
miner-5.team.nimiq.ag,AVAILABILITY,domains.list,05:24.7
miner-5.team.nimiq.agency,AVAILABILITY,domains.list,05:25.2
miner-6.team.nimiq.ag,AVAILABILITY,domains.list,05:25.7
miner-6.team.nimiq.agency,AVAILABILITY,domains.list,05:26.2
miner-7.team.nimiq.ag,AVAILABILITY,domains.list,05:26.7
miner-7.team.nimiq.agency,AVAILABILITY,domains.list,05:27.2
miner-8.team.nimiq.agency,AVAILABILITY,domains.list,05:27.7
miner-8.team.nimiq.ag,AVAILABILITY,domains.list,05:28.2
miner-9.team.nimiq.agency,AVAILABILITY,domains.list,05:28.7
miner-9.team.nimiq.ag,AVAILABILITY,domains.list,05:29.1
miner-10.team.nimiq.ag,AVAILABILITY,domains.list,05:29.7
miner-10.team.nimiq.agency,AVAILABILITY,domains.list,05:30.2
miner-11.team.nimiq.agency,AVAILABILITY,domains.list,05:30.7
miner-12.team.nimiq.ag,AVAILABILITY,domains.list,05:31.2
miner-11.team.nimiq.ag,AVAILABILITY,domains.list,05:31.7
miner-12.team.nimiq.agency,AVAILABILITY,domains.list,05:32.2
miner-13.team.nimiq.ag,AVAILABILITY,domains.list,05:32.7
miner-13.team.nimiq.agency,AVAILABILITY,domains.list,05:33.2
miner-14.team.nimiq.agency,AVAILABILITY,domains.list,05:33.7
miner-14.team.nimiq.ag,AVAILABILITY,domains.list,05:34.2
miner-15.team.nimiq.ag,AVAILABILITY,domains.list,05:34.7
miner-15.team.nimiq.agency,AVAILABILITY,domains.list,05:35.2
miner-16.team.nimiq.ag,AVAILABILITY,domains.list,05:35.7
miner-16.team.nimiq.agency,AVAILABILITY,domains.list,05:36.2
miner-17.team.nimiq.ag,AVAILABILITY,domains.list,05:36.7
miner-17.team.nimiq.agency,AVAILABILITY,domains.list,05:37.2
miner-18.team.nimiq.ag,AVAILABILITY,domains.list,05:37.7
miner-18.team.nimiq.agency,AVAILABILITY,domains.list,05:38.2
miner-19.team.nimiq.ag,AVAILABILITY,domains.list,05:38.7
miner-19.team.nimiq.agency,AVAILABILITY,domains.list,05:39.2
miner.nimiq.network,AVAILABILITY,domains.list,05:40.0
miner.cinemafacil.com,AVAILABILITY,domains.list,05:40.7
miner.pr0gramm.com,AVAILABILITY,domains.list,05:41.4
miner.oozing.co,AVAILABILITY,domains.list,05:42.0
minercry.pt,AVAILABILITY,domains.list,05:42.6
miner-deu-1.inf.nimiq.net,AVAILABILITY,domains.list,05:43.1
miner-deu-3.inf.nimiq.net,AVAILABILITY,domains.list,05:43.6
miner-deu-4.inf.nimiq.net,AVAILABILITY,domains.list,05:44.1
miner-deu-2.inf.nimiq.net,AVAILABILITY,domains.list,05:44.6
miner-deu-5.inf.nimiq.net,AVAILABILITY,domains.list,05:45.1
miner-deu-6.inf.nimiq.net,AVAILABILITY,domains.list,05:45.6
miner-deu-7.inf.nimiq.net,AVAILABILITY,domains.list,05:46.1
miner-deu-8.inf.nimiq.net,AVAILABILITY,domains.list,05:46.6
minexmr.st,AVAILABILITY,domains.list,05:47.6
minr.browsermine.com,AVAILABILITY,domains.list,05:48.3
miscws002.coinhive.com,AVAILABILITY,domains.list,05:48.9
miscws005.coinhive.com,AVAILABILITY,domains.list,05:49.6
miscws009.coinhive.com,AVAILABILITY,domains.list,05:50.1
miscws013.coinhive.com,AVAILABILITY,domains.list,05:50.8
miscws016.coinhive.com,AVAILABILITY,domains.list,05:51.4
miscws018.coinhive.com,AVAILABILITY,domains.list,05:52.0
miscws027.coinhive.com,AVAILABILITY,domains.list,05:52.6
miscws029.coinhive.com,AVAILABILITY,domains.list,05:53.2
mm.zubovskaya-banya.ru,AVAILABILITY,domains.list,05:53.6
mmfb2.ht,AVAILABILITY,domains.list,05:58.9
mon-deu-1.inf.nimiq.net,AVAILABILITY,domains.list,05:59.4
mon-deu-2.inf.nimiq.net,AVAILABILITY,domains.list,06:00.0
mon-deu-3.inf.nimiq.net,AVAILABILITY,domains.list,06:00.5
moneone.ga,AVAILABILITY,domains.list,06:01.4
monerominer.ro,AVAILABILITY,domains.list,06:02.1
momwentthere.cf,AVAILABILITY,domains.list,06:02.8
money-maker-script.info,AVAILABILITY,domains.list,06:03.4
mon-fra-1.inf.nimiq.net,AVAILABILITY,domains.list,06:03.9
mon-fra-2.inf.nimiq.net,AVAILABILITY,domains.list,06:04.4
mon-gbr-1.inf.nimiq.net,AVAILABILITY,domains.list,06:04.9
moscow05.electroneum.hashvault.pro,AVAILABILITY,domains.list,06:05.7
myfhology.sbhmn-miner.com,AVAILABILITY,domains.list,06:06.2
mylovesister.gq,AVAILABILITY,domains.list,06:07.0
mylovelymommy.tk,AVAILABILITY,domains.list,06:07.8
myregeneaf.com,AVAILABILITY,domains.list,06:08.4
myoffers.party,AVAILABILITY,domains.list,06:08.9
my-retrospace.sbhmn-miner.com,AVAILABILITY,domains.list,06:09.4
mysite.irkdsu.ru,AVAILABILITY,domains.list,06:11.0
mytestminer.xyz,AVAILABILITY,domains.list,06:11.5
nebabrop.com,AVAILABILITY,domains.list,06:12.1
najsiejfnc.win,AVAILABILITY,domains.list,06:12.7
network-next.nimiq.com,AVAILABILITY,domains.list,06:13.2
newark01.monero.hashvault.pro,AVAILABILITY,domains.list,06:13.8
nimiqtest.ml,AVAILABILITY,domains.list,06:14.7
nkxdyorwbt.com,AVAILABILITY,domains.list,06:15.3
nitsche.top,AVAILABILITY,domains.list,06:16.3
node.alpha.nimiqpool.com,AVAILABILITY,domains.list,06:17.7
node.cfcdist.gd,AVAILABILITY,domains.list,06:19.9
node.cfcdist.gdn,AVAILABILITY,domains.list,06:30.6
node.nimiqpool.com,AVAILABILITY,domains.list,06:31.9
node.philpool.com,AVAILABILITY,domains.list,06:33.5
nodeb.nimiqpool.com,AVAILABILITY,domains.list,06:35.3
nodeone.nimiqpool.com,AVAILABILITY,domains.list,06:36.3
noobnoob.ro,AVAILABILITY,domains.list,06:37.2
npdaqy6x1j.me,AVAILABILITY,domains.list,06:37.9
ns1.srcip.com,AVAILABILITY,domains.list,06:38.5
ns2.srcip.com,AVAILABILITY,domains.list,06:39.2
ocean.cryptoloot.pro,AVAILABILITY,domains.list,06:39.9
ny7f6goy.bid,AVAILABILITY,domains.list,06:40.4
office.nimiq.com,AVAILABILITY,domains.list,06:41.0
ogondkskyahxa.ru,AVAILABILITY,domains.list,06:41.8
oinkinns.tk,AVAILABILITY,domains.list,06:42.5
onlinereserchstatistics.online,AVAILABILITY,domains.list,06:43.0
open-hive-server-1.pp.ua,AVAILABILITY,domains.list,06:43.5
oxwwoeukjispema.ru,AVAILABILITY,domains.list,06:44.3
p1.assetscdn.stream,AVAILABILITY,domains.list,06:44.8
p1.gnrdomimplementation.com,AVAILABILITY,domains.list,06:45.4
p1.interestingz.pw,AVAILABILITY,domains.list,06:45.9
p2.assetscdn.stream,AVAILABILITY,domains.list,06:46.5
p2.interestingz.pw,AVAILABILITY,domains.list,06:47.1
p3.assetscdn.stream,AVAILABILITY,domains.list,06:47.7
p3.interestingz.pw,AVAILABILITY,domains.list,06:48.4
paris01.monero.hashvault.pro,AVAILABILITY,domains.list,06:49.2
pasoherb.gq,AVAILABILITY,domains.list,06:50.2
pascal3.science,AVAILABILITY,domains.list,06:50.8
pazl1.ru,AVAILABILITY,domains.list,06:51.7
pdheuryopd.loan,AVAILABILITY,domains.list,14:51.7
perrege.ru,AVAILABILITY,domains.list,14:52.4
pertosj.ru,AVAILABILITY,domains.list,14:53.0
petridish.nimiq.network,AVAILABILITY,domains.list,14:53.7
pat.ron.si,AVAILABILITY,domains.list,14:54.6
piratbaypirate.li,AVAILABILITY,domains.list,14:55.3
pirat2.cl,AVAILABILITY,domains.list,14:56.0
play.cc.gofile.io,AVAILABILITY,domains.list,14:57.7
pirateproxy.cl,AVAILABILITY,domains.list,14:58.5
play.estream.nu,AVAILABILITY,domains.list,14:59.4
play.flowplayer.space,AVAILABILITY,domains.list,15:00.1
play.besstahete.info,AVAILABILITY,domains.list,15:01.6
play.go.cloot.ga,AVAILABILITY,domains.list,15:03.4
play.intellecthosting.net,AVAILABILITY,domains.list,15:09.1
play.js.vidoza.net,AVAILABILITY,domains.list,15:09.9
play.malictuiar.com,AVAILABILITY,domains.list,15:10.6
play.miner.oozing.co,AVAILABILITY,domains.list,15:11.3
play.mm.zubovskaya-banya.ru,AVAILABILITY,domains.list,15:11.9
play.mysite.irkdsu.ru,AVAILABILITY,domains.list,15:12.8
play.nexioniect.com,AVAILABILITY,domains.list,15:13.5
play.pc.belicimo.pw,AVAILABILITY,domains.list,15:14.2
play.play.estream.nu,AVAILABILITY,domains.list,15:15.0
play.play.es,AVAILABILITY,domains.list,15:16.4
play.play.tainiesonline.pw,AVAILABILITY,domains.list,15:17.1
play.play.tainiesonline.st,AVAILABILITY,domains.list,15:18.4
play.power.tainiesonline.pw,AVAILABILITY,domains.list,15:19.0
play.play.tainiesonline.stream,AVAILABILITY,domains.list,15:19.6
play.stat.miraben.pw,AVAILABILITY,domains.list,15:20.3
play.tainiesonline.pw,AVAILABILITY,domains.list,15:21.0
play.tainiesonline.stream,AVAILABILITY,domains.list,15:21.6
play.vb.wearesaudis.net,AVAILABILITY,domains.list,15:22.3
play.wm.yololike.space,AVAILABILITY,domains.list,15:23.0
play.video.estream.nu,AVAILABILITY,domains.list,15:23.7
play.star.dexim.space,AVAILABILITY,domains.list,15:24.5
play.www.intellecthosting.net,AVAILABILITY,domains.list,15:25.2
play.xmr.e-libra.ru,AVAILABILITY,domains.list,15:25.8
play.yo.onvid.cl,AVAILABILITY,domains.list,15:28.7
playerassets.info,AVAILABILITY,domains.list,15:29.4
plugin.brfiles.com,AVAILABILITY,domains.list,15:30.1
plexcoin.info,AVAILABILITY,domains.list,15:30.7
pon.ewtuyytdf45.com,AVAILABILITY,domains.list,15:31.4
podrltid.info,AVAILABILITY,domains.list,15:32.1
pool2.coinimp.com,AVAILABILITY,domains.list,15:32.7
pool.coinimp.com,AVAILABILITY,domains.list,15:33.3
pool.coinrail.io,AVAILABILITY,domains.list,15:34.2
pool.electroneum.hashvault.pro,AVAILABILITY,domains.list,15:35.4
pool.intense.hashvault.pro,AVAILABILITY,domains.list,15:36.4
pool.etn.spacepools.org,AVAILABILITY,domains.list,15:37.5
pool.monero.hashvault.pro,AVAILABILITY,domains.list,15:38.3
pool.nimiqchain.info,AVAILABILITY,domains.list,15:39.1
pool.porkypool.com,AVAILABILITY,domains.list,15:39.8
power.tainiesonline.pw,AVAILABILITY,domains.list,15:40.5
pool.sumokoin.hashvault.pro,AVAILABILITY,domains.list,15:41.4
pricefbcf.gq,AVAILABILITY,domains.list,15:42.5
proxy.mytestminer.xyz,AVAILABILITY,domains.list,15:43.2
proxy.ajcryptominer.com,AVAILABILITY,domains.list,15:43.9
proxy-can-1.inf.nimiq.net,AVAILABILITY,domains.list,15:44.4
proxy-deu-1.inf.nimiq.net,AVAILABILITY,domains.list,15:44.9
proxy-deu-2.inf.nimiq.net,AVAILABILITY,domains.list,15:45.3
proxy-fra-1.inf.nimiq.net,AVAILABILITY,domains.list,15:45.8
proxy-fra-1.inf.nimiq.network,AVAILABILITY,domains.list,15:46.3
proxy-fra-2.inf.nimiq.network,AVAILABILITY,domains.list,15:46.8
proxy-fra-2.inf.nimiq.net,AVAILABILITY,domains.list,15:47.2
proxy-fra-3.inf.nimiq.net,AVAILABILITY,domains.list,15:47.7
proxy-gbr-1.inf.nimiq.net,AVAILABILITY,domains.list,15:48.2
proxy-gbr-2.inf.nimiq.net,AVAILABILITY,domains.list,15:48.7
proxy-gbr-2.inf.nimiq.network,AVAILABILITY,domains.list,15:49.2
proxy-pol-1.inf.nimiq.net,AVAILABILITY,domains.list,15:49.6
proxy-pol-2.inf.nimiq.net,AVAILABILITY,domains.list,15:50.2
prsrjdr.ru,AVAILABILITY,domains.list,15:50.8
psychomining.de,AVAILABILITY,domains.list,15:51.4
px1.papoto.com,AVAILABILITY,domains.list,15:52.3
pzoifaum.info,AVAILABILITY,domains.list,15:53.1
qlzwfzfatjth.ru,AVAILABILITY,domains.list,15:53.8
qpmsybxqvlje.ru,AVAILABILITY,domains.list,15:54.5
r8nu86wg.me,AVAILABILITY,domains.list,15:55.1
rbkshort.info,AVAILABILITY,domains.list,15:55.7
px2.papoto.com,AVAILABILITY,domains.list,15:56.4
realnetwrk.com,AVAILABILITY,domains.list,15:57.1
rctfgrazkha.ru,AVAILABILITY,domains.list,15:57.8
rencohep.com,AVAILABILITY,domains.list,15:58.4
reasedoper.pw,AVAILABILITY,domains.list,15:59.1
reservedoffers.club,AVAILABILITY,domains.list,15:59.8
retadint.com,AVAILABILITY,domains.list,16:00.6
rineventrec.com,AVAILABILITY,domains.list,16:01.4
rintinwa.com,AVAILABILITY,domains.list,16:02.1
rock.cryptoloot.pro,AVAILABILITY,domains.list,16:03.1
reservedoffers.cl,AVAILABILITY,domains.list,16:03.9
ru.nimiq.com,AVAILABILITY,domains.list,16:04.5
ruvuryua.ru,AVAILABILITY,domains.list,16:05.3
s01.hostcontent.li,AVAILABILITY,domains.list,16:06.4
s1.hqq.tv,AVAILABILITY,domains.list,16:07.4
s2.appelamule.com,AVAILABILITY,domains.list,16:08.1
s2.flowplayer.space,AVAILABILITY,domains.list,16:08.8
rottenwhorememe.cf,AVAILABILITY,domains.list,16:09.9
s02.hostcontent.li,AVAILABILITY,domains.list,16:10.5
s2.hqq.tv,AVAILABILITY,domains.list,16:11.5
s02.hostcontent.live,AVAILABILITY,domains.list,16:12.3
s2.play.estream.nu,AVAILABILITY,domains.list,16:13.0
s2.myregeneaf.com,AVAILABILITY,domains.list,16:13.7
s2.soodatmish.com,AVAILABILITY,domains.list,16:14.3
s2.play.tainiesonline.pw,AVAILABILITY,domains.list,16:15.0
s2.video.estream.nu,AVAILABILITY,domains.list,16:15.6
s2.wm.yololike.space,AVAILABILITY,domains.list,16:16.3
s3.flowplayer.space,AVAILABILITY,domains.list,16:16.9
s03.hostcontent.li,AVAILABILITY,domains.list,16:18.0
s3.malictuiar.com,AVAILABILITY,domains.list,16:18.7
s3.myregeneaf.com,AVAILABILITY,domains.list,16:19.3
s2.thersprens.com,AVAILABILITY,domains.list,16:20.0
s3.play.estream.nu,AVAILABILITY,domains.list,16:20.5
s3.play.tainiesonline.pw,AVAILABILITY,domains.list,16:21.2
s3.thersprens.com,AVAILABILITY,domains.list,16:22.0
s3.video.estream.nu,AVAILABILITY,domains.list,16:22.5
s3.wm.yololike.space,AVAILABILITY,domains.list,16:23.2
s04.hostcontent.li,AVAILABILITY,domains.list,16:24.0
s05.hostcontent.li,AVAILABILITY,domains.list,16:24.5
s003.papoto.com,AVAILABILITY,domains.list,16:25.3
s06.hostcontent.li,AVAILABILITY,domains.list,16:25.9
s06.hostcontent.live,AVAILABILITY,domains.list,16:26.7
s07.hostcontent.li,AVAILABILITY,domains.list,16:27.3
s08.hostcontent.li,AVAILABILITY,domains.list,16:27.8
s08.hostcontent.live,AVAILABILITY,domains.list,16:28.8
s09.hostcontent.live,AVAILABILITY,domains.list,16:29.4
s09.hostcontent.li,AVAILABILITY,domains.list,16:30.3
s10.hostcontent.li,AVAILABILITY,domains.list,16:32.7
s11.hostcontent.li,AVAILABILITY,domains.list,16:33.5
s10.hostcontent.live,AVAILABILITY,domains.list,16:34.0
s13.hostcontent.li,AVAILABILITY,domains.list,16:34.7
s12.hostcontent.li,AVAILABILITY,domains.list,16:35.8
s23.crypto-loot.com,AVAILABILITY,domains.list,16:36.3
s100.hostcontent.li,AVAILABILITY,domains.list,16:37.0
safeguard.nimiq.com,AVAILABILITY,domains.list,16:37.6
salamaleyum.com,AVAILABILITY,domains.list,16:38.3
sass.cryptoloot.pro,AVAILABILITY,domains.list,16:38.9
sbhmn-miner.com,AVAILABILITY,domains.list,16:39.4
scm.nimiq.com,AVAILABILITY,domains.list,16:40.0
script.nimiqpool.com,AVAILABILITY,domains.list,16:41.1
sea.cryptoloot.pro,AVAILABILITY,domains.list,16:41.9
seattle01.monero.hashvault.pro,AVAILABILITY,domains.list,16:43.0
seed1.nimiq-network.com,AVAILABILITY,domains.list,16:43.5
seed-1.nimiq.net,AVAILABILITY,domains.list,16:44.0
seed1.sushipool.com,AVAILABILITY,domains.list,16:44.7
seed-2.nimiq.net,AVAILABILITY,domains.list,16:45.2
seed2.nimiq-network.com,AVAILABILITY,domains.list,16:45.7
seed1.nimiqtest.net,AVAILABILITY,domains.list,16:47.9
seed-3.nimiq.net,AVAILABILITY,domains.list,16:48.4
seed3.nimiq-network.com,AVAILABILITY,domains.list,16:48.9
seed3.nimiqtest.net,AVAILABILITY,domains.list,16:51.2
seed2.nimiqtest.net,AVAILABILITY,domains.list,16:53.0
seed4.nimiq-network.com,AVAILABILITY,domains.list,16:53.4
seed-4.nimiq.net,AVAILABILITY,domains.list,16:53.9
seed-5.nimiq.net,AVAILABILITY,domains.list,16:54.5
seed-6.nimiq.net,AVAILABILITY,domains.list,16:54.9
seed-7.nimiq.net,AVAILABILITY,domains.list,16:55.4
seed4.nimiqtest.net,AVAILABILITY,domains.list,16:57.6
seed-9.nimiq.net,AVAILABILITY,domains.list,16:58.1
seed-8.nimiq.net,AVAILABILITY,domains.list,16:58.6
seed-10.nimiq.net,AVAILABILITY,domains.list,16:59.1
seed-12.nimiq.net,AVAILABILITY,domains.list,16:59.6
seed-11.nimiq.net,AVAILABILITY,domains.list,17:00.1
seed-13.nimiq.net,AVAILABILITY,domains.list,17:00.6
seed-14.nimiq.net,AVAILABILITY,domains.list,17:01.1
seed-15.nimiq.net,AVAILABILITY,domains.list,17:01.7
seed-16.nimiq.net,AVAILABILITY,domains.list,17:02.4
seed-17.nimiq.net,AVAILABILITY,domains.list,17:03.0
seed-18.nimiq.net,AVAILABILITY,domains.list,17:03.4
seed-19.nimiq.net,AVAILABILITY,domains.list,17:03.9
seed-20.nimiq.net,AVAILABILITY,domains.list,17:04.5
seed-can-2.inf.nimiq.net,AVAILABILITY,domains.list,17:05.0
seed-can-1.inf.nimiq.net,AVAILABILITY,domains.list,17:05.5
seed-deu-1.inf.nimiq.net,AVAILABILITY,domains.list,17:06.0
seed-deu-2.inf.nimiq.net,AVAILABILITY,domains.list,17:06.5
seed-deu-3.inf.nimiq.net,AVAILABILITY,domains.list,17:07.1
seed-deu-4.inf.nimiq.net,AVAILABILITY,domains.list,17:07.5
seed-fra-2.inf.nimiq.network,AVAILABILITY,domains.list,17:08.0
seed-fra-1.inf.nimiq.net,AVAILABILITY,domains.list,17:08.6
seed-fra-2.inf.nimiq.net,AVAILABILITY,domains.list,17:09.1
seed-fra-4.inf.nimiq.network,AVAILABILITY,domains.list,17:09.6
seed-fra-4.inf.nimiq.net,AVAILABILITY,domains.list,17:10.1
seed-fra-3.inf.nimiq.net,AVAILABILITY,domains.list,17:10.6
seed-fra-5.inf.nimiq.network,AVAILABILITY,domains.list,17:11.1
seed-fra-6.inf.nimiq.network,AVAILABILITY,domains.list,17:11.6
seed-fra-5.inf.nimiq.net,AVAILABILITY,domains.list,17:12.1
seed-fra-6.inf.nimiq.net,AVAILABILITY,domains.list,17:12.6
seed-gbr-3.inf.nimiq.net,AVAILABILITY,domains.list,17:13.1
seed-gbr-3.inf.nimiq.network,AVAILABILITY,domains.list,17:13.6
seed-gbr-1.inf.nimiq.net,AVAILABILITY,domains.list,17:14.1
seed-gbr-2.inf.nimiq.net,AVAILABILITY,domains.list,17:14.5
seed-gbr-4.inf.nimiq.network,AVAILABILITY,domains.list,17:15.0
seed-pol-1.inf.nimiq.net,AVAILABILITY,domains.list,17:15.5
seed-gbr-4.inf.nimiq.net,AVAILABILITY,domains.list,17:16.0
seed-pol-2.inf.nimiq.net,AVAILABILITY,domains.list,17:16.6
seedrs.nimiqpool.com,AVAILABILITY,domains.list,17:17.9
seed-pol-3.inf.nimiq.net,AVAILABILITY,domains.list,17:18.4
server.jsecoin.com,AVAILABILITY,domains.list,17:19.0
seed-pol-4.inf.nimiq.net,AVAILABILITY,domains.list,17:19.6
shannon.nimiqpool.com,AVAILABILITY,domains.list,17:22.3
shop.nimiq-network.com,AVAILABILITY,domains.list,17:22.8
singapore01.monero.hashvault.pro,AVAILABILITY,domains.list,17:23.6
siteverification.site,AVAILABILITY,domains.list,17:24.3
skencituer.com,AVAILABILITY,domains.list,17:24.9
smectapop12.pl,AVAILABILITY,domains.list,17:26.3
sptlkiyjsglayc.ru,AVAILABILITY,domains.list,17:26.9
sss.www.freecontent.date,AVAILABILITY,domains.list,17:27.6
srcu.pw,AVAILABILITY,domains.list,17:28.3
stat0808.info,AVAILABILITY,domains.list,17:29.0
st.kjli.fi,AVAILABILITY,domains.list,17:30.7
stat.miraben.pw,AVAILABILITY,domains.list,17:31.4
stats.nimiq.network,AVAILABILITY,domains.list,17:32.0
static.reasedoper.pw,AVAILABILITY,domains.list,17:32.8
stone.cryptoloot.pro,AVAILABILITY,domains.list,17:33.7
subdomain-001.smectapop12.pl,AVAILABILITY,domains.list,17:34.2
subdomain001.smectapop12.pl,AVAILABILITY,domains.list,17:36.2
superbay.li,AVAILABILITY,domains.list,17:37.0
sunnimiq1.cf,AVAILABILITY,domains.list,17:38.0
sunnimiq2.cf,AVAILABILITY,domains.list,17:39.1
svivqrhrh.ru,AVAILABILITY,domains.list,17:39.8
synconnector.com,AVAILABILITY,domains.list,17:40.5
sydney01.monero.hashvault.pro,AVAILABILITY,domains.list,17:41.1
tainiesonline.pw,AVAILABILITY,domains.list,17:41.7
tainiesonline.stream,AVAILABILITY,domains.list,17:42.3
tazm9p7tso.trade,AVAILABILITY,domains.list,17:42.9
testnet.jsecoin.com,AVAILABILITY,domains.list,17:43.6
testnet.nimiqpool.com,AVAILABILITY,domains.list,17:44.7
thelifeisbinary.ddns.net,AVAILABILITY,domains.list,17:45.2
thatresha.com,AVAILABILITY,domains.list,17:45.8
thersprens.com,AVAILABILITY,domains.list,17:46.4
toftofcal.com,AVAILABILITY,domains.list,17:47.1
tokomaru.nimiqpool.com,AVAILABILITY,domains.list,17:48.2
tokyodrift.ga,AVAILABILITY,domains.list,17:49.2
traffic-info-service.info,AVAILABILITY,domains.list,17:49.7
tpbpiratbay.cl,AVAILABILITY,domains.list,17:50.5
traffic-gate-service.info,AVAILABILITY,domains.list,17:51.0
traffic-optical-service.info,AVAILABILITY,domains.list,17:51.4
traffic-service.info,AVAILABILITY,domains.list,17:51.9
traumasister.tk,AVAILABILITY,domains.list,17:53.1
udqgbokvzbnqkf.ru,AVAILABILITY,domains.list,17:53.8
ugmfvqsu.ru,AVAILABILITY,domains.list,17:54.5
uebawtz7.me,AVAILABILITY,domains.list,17:55.3
ultra-cdn.pl,AVAILABILITY,domains.list,17:55.8
ullnot.download,AVAILABILITY,domains.list,17:56.3
us1.cfcnet.gdn,AVAILABILITY,domains.list,17:57.2
us2.cfcnet.gdn,AVAILABILITY,domains.list,17:58.2
us.cfcnet.gdn,AVAILABILITY,domains.list,17:59.9
us.cfcnet.top,AVAILABILITY,domains.list,18:00.9
uzljra.ru,AVAILABILITY,domains.list,18:01.8
v90327ux.beget.tech,AVAILABILITY,domains.list,18:03.4
vg02h8z1ul.me,AVAILABILITY,domains.list,18:04.5
video.estream.nu,AVAILABILITY,domains.list,18:05.3
vcfs6ip5h6.bi,AVAILABILITY,domains.list,18:07.1
vip.cfcnet.top,AVAILABILITY,domains.list,18:07.9
vip.cfcnet.to,AVAILABILITY,domains.list,18:14.1
us.cf,AVAILABILITY,domains.list,18:15.2
vjcyehtqm9.me,AVAILABILITY,domains.list,18:15.9
vl8c4g7tmo.me,AVAILABILITY,domains.list,18:16.8
voumxy.ru,AVAILABILITY,domains.list,18:17.6
vpzccwpyilvoyg.ru,AVAILABILITY,domains.list,18:18.4
vtsgaqnfvzcyu.ru,AVAILABILITY,domains.list,18:19.0
w13.coinhive.com,AVAILABILITY,domains.list,18:19.6
vzzexalcirfgrf.ru,AVAILABILITY,domains.list,18:20.4
vxelkrhl.info,AVAILABILITY,domains.list,18:21.2
wc3-soft.sbhmn-miner.com,AVAILABILITY,domains.list,18:21.8
wasm24.ru,AVAILABILITY,domains.list,18:22.5
wckp.sbhmn-miner.com,AVAILABILITY,domains.list,18:23.0
web.dle-news.pw,AVAILABILITY,domains.list,18:23.5
webdisk.nimiq.com,AVAILABILITY,domains.list,18:24.1
webmail.nimiq.com,AVAILABILITY,domains.list,18:24.7
web-master.sbhmn-miner.com,AVAILABILITY,domains.list,18:25.2
webdisk.monerominer.rocks,AVAILABILITY,domains.list,18:26.3
whanganui.nimiqpool.com,AVAILABILITY,domains.list,18:27.6
whereismommy.gq,AVAILABILITY,domains.list,18:28.8
whysoserius.cl,AVAILABILITY,domains.list,18:29.4
wijzeman.sbhmn-miner.com,AVAILABILITY,domains.list,18:29.9
webminer.cryptonote.club,AVAILABILITY,domains.list,18:30.9
willacrit.com,AVAILABILITY,domains.list,18:31.6
witkom.sbhmn-miner.com,AVAILABILITY,domains.list,18:32.2
witthethim.com,AVAILABILITY,domains.list,18:32.8
wkkjfcgjofbix.ru,AVAILABILITY,domains.list,18:33.6
wm.yololike.space,AVAILABILITY,domains.list,18:34.2
wittyoffers.club,AVAILABILITY,domains.list,18:34.7
wmemsnhgldd.ru,AVAILABILITY,domains.list,18:35.5
wmtech.website,AVAILABILITY,domains.list,18:36.2
