subject,checker_type,destination,tested_at
www.iisl7wpf.me,AVAILABILITY,domains.list,32:28.3
www.imhvlhaelvvbrq.ru,AVAILABILITY,domains.list,32:29.1
www.ingorob.com,AVAILABILITY,domains.list,32:29.8
www.intactoffers.cl,AVAILABILITY,domains.list,32:30.6
www.insdrbot.com,AVAILABILITY,domains.list,32:31.3
www.intellecthosting.net,AVAILABILITY,domains.list,32:32.0
www.interestingz.pw,AVAILABILITY,domains.list,32:32.7
www.ivuovhsn.ru,AVAILABILITY,domains.list,32:33.7
www.japveny.ru,AVAILABILITY,domains.list,32:34.7
www.jhfdmiwcgnty.ru,AVAILABILITY,domains.list,32:35.6
www.ixvenhgwukn.ru,AVAILABILITY,domains.list,32:36.5
www.jqassets.do,AVAILABILITY,domains.list,32:37.4
www.jqmrqgaunex.ru,AVAILABILITY,domains.list,32:38.4
www.jqrcdn.download,AVAILABILITY,domains.list,32:39.0
www.jqr-cdn.download,AVAILABILITY,domains.list,32:39.4
www.jquerrycdn.download,AVAILABILITY,domains.list,32:40.0
www.jquery-uim.do,AVAILABILITY,domains.list,32:40.5
www.jqxrrygqnagn.ru,AVAILABILITY,domains.list,32:41.4
www.js.coinhive.com,AVAILABILITY,domains.list,32:42.0
www.jshosting.bi,AVAILABILITY,domains.list,32:44.9
www.jshosting.faith,AVAILABILITY,domains.list,32:45.5
www.jshosting.racing,AVAILABILITY,domains.list,32:46.1
www.jshosting.science,AVAILABILITY,domains.list,32:46.7
www.jurtym.cf,AVAILABILITY,domains.list,32:48.1
www.juststatic.info,AVAILABILITY,domains.list,32:48.8
www.jwwhsqz.ru,AVAILABILITY,domains.list,32:49.9
www.kdmkauchahynhrs.ru,AVAILABILITY,domains.list,32:50.7
www.kedtise.com,AVAILABILITY,domains.list,32:51.4
www.keyguard.nimiq.com,AVAILABILITY,domains.list,32:52.1
www.kho3au7l4z.me,AVAILABILITY,domains.list,32:53.0
www.kippbeak.cf,AVAILABILITY,domains.list,32:54.7
www.ksimdw.ru,AVAILABILITY,domains.list,32:55.6
www.kxrcjhogag.ru,AVAILABILITY,domains.list,32:56.5
www.l33tsite.info,AVAILABILITY,domains.list,32:57.5
www.kjli.fi,AVAILABILITY,domains.list,32:58.8
www.latestpromotions.club,AVAILABILITY,domains.list,32:59.4
www.ledinund.com,AVAILABILITY,domains.list,33:00.1
www.lewd.ninja,AVAILABILITY,domains.list,33:01.0
www.lib.bmst.pw,AVAILABILITY,domains.list,33:01.7
www.monkeyminer.net,AVAILABILITY,domains.list,33:02.5
mintme.ga,AVAILABILITY,domains.list,33:03.8
ws019.www.datasecu.download,AVAILABILITY,domains.list,33:04.4
ws020.www.datasecu.download,AVAILABILITY,domains.list,33:05.0
ws021.www.datasecu.download,AVAILABILITY,domains.list,33:05.6
www.ws010.www.datasecu.download,AVAILABILITY,domains.list,33:06.1
www.ws011.www.datasecu.download,AVAILABILITY,domains.list,33:06.7
www.ws012.www.datasecu.download,AVAILABILITY,domains.list,33:07.3
www.ws013.www.datasecu.download,AVAILABILITY,domains.list,33:07.8
lan.datasecu.download,AVAILABILITY,domains.list,33:08.4
ws001.www.datasecu.download,AVAILABILITY,domains.list,33:09.0
ws002.www.datasecu.download,AVAILABILITY,domains.list,33:09.5
ws003.www.datasecu.download,AVAILABILITY,domains.list,33:10.1
ws004.www.datasecu.download,AVAILABILITY,domains.list,33:10.6
ws005.www.datasecu.download,AVAILABILITY,domains.list,33:11.2
ws006.www.datasecu.download,AVAILABILITY,domains.list,33:11.7
ws007.www.datasecu.download,AVAILABILITY,domains.list,33:12.3
ws008.www.datasecu.download,AVAILABILITY,domains.list,33:12.8
ws009.www.datasecu.download,AVAILABILITY,domains.list,33:13.3
ws010.www.datasecu.download,AVAILABILITY,domains.list,33:13.9
ws011.www.datasecu.download,AVAILABILITY,domains.list,33:14.4
ws013.www.datasecu.download,AVAILABILITY,domains.list,33:15.0
ws014.www.datasecu.download,AVAILABILITY,domains.list,33:15.6
ws015.www.datasecu.download,AVAILABILITY,domains.list,33:16.1
ws016.www.datasecu.download,AVAILABILITY,domains.list,33:16.7
ws017.www.datasecu.download,AVAILABILITY,domains.list,33:17.2
ws018.www.datasecu.download,AVAILABILITY,domains.list,33:17.8
ws022.www.datasecu.download,AVAILABILITY,domains.list,33:18.4
ws023.www.datasecu.download,AVAILABILITY,domains.list,33:18.9
ws024.www.datasecu.download,AVAILABILITY,domains.list,33:19.5
ws025.www.datasecu.download,AVAILABILITY,domains.list,33:20.1
ws026.www.datasecu.download,AVAILABILITY,domains.list,33:20.7
ws027.www.datasecu.download,AVAILABILITY,domains.list,33:21.2
ws028.www.datasecu.download,AVAILABILITY,domains.list,33:21.8
www.datasecu.download,AVAILABILITY,domains.list,33:22.4
www.lan.datasecu.download,AVAILABILITY,domains.list,33:23.0
www.mebablo.com,AVAILABILITY,domains.list,33:37.1
www.ws001.www.datasecu.download,AVAILABILITY,domains.list,33:37.7
www.ws002.www.datasecu.download,AVAILABILITY,domains.list,33:38.3
www.ws003.www.datasecu.download,AVAILABILITY,domains.list,33:38.9
www.ws004.www.datasecu.download,AVAILABILITY,domains.list,33:39.4
www.ws005.www.datasecu.download,AVAILABILITY,domains.list,33:40.0
www.ws006.www.datasecu.download,AVAILABILITY,domains.list,33:40.6
www.ws007.www.datasecu.download,AVAILABILITY,domains.list,33:41.1
www.ws008.www.datasecu.download,AVAILABILITY,domains.list,33:41.7
www.ws009.www.datasecu.download,AVAILABILITY,domains.list,33:42.4
www.ws014.www.datasecu.download,AVAILABILITY,domains.list,33:43.0
www.ws015.www.datasecu.download,AVAILABILITY,domains.list,33:43.7
www.ws016.www.datasecu.download,AVAILABILITY,domains.list,33:44.3
www.ws017.www.datasecu.download,AVAILABILITY,domains.list,33:44.9
www.ws018.www.datasecu.download,AVAILABILITY,domains.list,33:45.5
www.ws019.www.datasecu.download,AVAILABILITY,domains.list,33:46.0
www.ws020.www.datasecu.download,AVAILABILITY,domains.list,33:46.6
www.ws021.www.datasecu.download,AVAILABILITY,domains.list,33:47.2
www.ws022.www.datasecu.download,AVAILABILITY,domains.list,33:47.8
www.ws023.www.datasecu.download,AVAILABILITY,domains.list,33:48.4
www.ws025.www.datasecu.download,AVAILABILITY,domains.list,33:49.0
www.ws026.www.datasecu.download,AVAILABILITY,domains.list,33:49.6
www.ws027.www.datasecu.download,AVAILABILITY,domains.list,33:50.2
www.ws028.www.datasecu.download,AVAILABILITY,domains.list,33:50.7
play.mnr.dorama.site,AVAILABILITY,domains.list,33:51.9
ws012.www.datasecu.download,AVAILABILITY,domains.list,33:52.5
www.ws024.www.datasecu.download,AVAILABILITY,domains.list,33:53.0
www.cloudflane.com,AVAILABILITY,domains.list,33:53.7
www.hostingcloud.party,AVAILABILITY,domains.list,33:54.5
www.jqassets.download,AVAILABILITY,domains.list,33:55.1
cdnjs.cloudflane.com,AVAILABILITY,domains.list,33:55.8
go2.mercy.ga,AVAILABILITY,domains.list,33:57.2
www.etacontent.com,AVAILABILITY,domains.list,33:57.9
min.imageflux.cf,AVAILABILITY,domains.list,33:59.1
www.aservices.party,AVAILABILITY,domains.list,33:59.7
www.besti.ga,AVAILABILITY,domains.list,34:01.1
www.monerominer.rocks,AVAILABILITY,domains.list,34:01.8
stone2.authcaptcha.com,AVAILABILITY,domains.list,34:02.6
50-50-pool.burst.beeppool.org,AVAILABILITY,domains.list,34:03.1
api-etn.beeppool.org,AVAILABILITY,domains.list,34:03.6
asia-mine.beeppool.org,AVAILABILITY,domains.list,34:04.1
bci-eu.beeppool.org,AVAILABILITY,domains.list,34:04.6
btx-hz.beeppool.org,AVAILABILITY,domains.list,34:05.0
dcr-cd.beeppool.org,AVAILABILITY,domains.list,34:05.5
etc-eu.beeppool.org,AVAILABILITY,domains.list,34:06.0
eu-pool.beeppool.org,AVAILABILITY,domains.list,34:06.5
exp-api.beeppool.org,AVAILABILITY,domains.list,34:07.0
jadepay-faucet.beeppool.org,AVAILABILITY,domains.list,34:07.6
link-ip.beeppool.org,AVAILABILITY,domains.list,34:08.1
mining-etcc.beeppool.org,AVAILABILITY,domains.list,34:08.6
mix.kinostuff.com,AVAILABILITY,domains.list,34:09.4
napi-sumo.beeppool.org,AVAILABILITY,domains.list,34:09.9
xbasfbno.info,AVAILABILITY,domains.list,34:10.7
0x1f4b0.com,,,
0x1f4b0.com,,,
1q2w3.fun,,,
1q2w3.fun,,,
1q2w3.website,,,
1q2w3.website,,,
2giga.link,,,
2giga.link,,,
aalbbh84.info,,,
aalbbh84.info,,,
ad-miner.com,,,
ad-miner.com,,,
adless.io,,,
adless.io,,,
adminer.com,,,
adminer.com,,,
adrenali.gq,,,
adrenali.gq,,,
afminer.com,,,
afminer.com,,,
ajplugins.com,,,
ajplugins.com,,,
alflying.win,,,
alflying.win,,,
allfontshere.press,,,
allfontshere.press,,,
altavista.ovh,,,
altavista.ovh,,,
analytics.blue,,,
analytics.blue,,,
andlache.com,,,
andlache.com,,,
apdrive.win,,,
apdrive.win,,,
aservices.party,,,
aservices.party,,,
authcaptcha.com,,,
authcaptcha.com,,,
avero.xyz,,,
avero.xyz,,,
averoconnector.com,,,
averoconnector.com,,,
azvjudwr.info,,,
azvjudwr.info,,,
baiduccdn1.com,,,
baiduccdn1.com,,,
bajarlo.net,,,
bajarlo.net,,,
basepush.com,,,
basepush.com,,,
bayception.pw,,,
bayception.pw,,,
baypirateproxy.org,,,
baypirateproxy.org,,,
baypirateproxy.pw,,,
baypirateproxy.pw,,,
beatingbytes.com,,,
beatingbytes.com,,,
becanium.com,,,
becanium.com,,,
beeppool.org,,,
beeppool.org,,,
befirstcdn.com,,,
befirstcdn.com,,,
berateveng.ru,,,
berateveng.ru,,,
besocial.online,,,
besocial.online,,,
bestcoinsignals.com,,,
bestcoinsignals.com,,,
besti.ga,,,
besti.ga,,,
bestsecurepractice.com,,,
bestsecurepractice.com,,,
bezoglasa.online,,,
bezoglasa.online,,,
biberukalap.com,,,
biberukalap.com,,,
bitcoiner.win,,,
bitcoiner.win,,,
bizoninvest.com,,,
bizoninvest.com,,,
bmcm.pw,,,
bmcm.pw,,,
browsermine.com,,,
browsermine.com,,,
butcalve.com,,,
butcalve.com,,,
candid.zone,,,
candid.zone,,,
capodannoinversilia.com,,,
capodannoinversilia.com,,,
cdjs.online,,,
cdjs.online,,,
cdn-code.host,,,
cdn-code.host,,,
cdnfile.xyz,,,
cdnfile.xyz,,,
chainblock.science,,,
chainblock.science,,,
clgserv.pro,,,
clgserv.pro,,,
clod.pw,,,
clod.pw,,,
cloudcdn.gdn,,,
cloudcdn.gdn,,,
cloudflane.com,,,
cloudflane.com,,,
cloudflare.solutions,,,
cloudflare.solutions,,,
cnhv.co,,,
cnhv.co,,,
code.ws,,,
code.ws,,,
cody.services,,,
cody.services,,,
coin-hive.com,,,
coin-hive.com,,,
coin-service.com,,,
coin-service.com,,,
coinblind.com,,,
coinblind.com,,,
coinhive.info,,,
coinhive.info,,,
coinhive.net,,,
coinhive.net,,,
coinhive.org,,,
coinhive.org,,,
coinive.com,,,
coinive.com,,,
coinjive.com,,,
coinjive.com,,,
coinlab.biz,,,
coinlab.biz,,,
coinpot.co,,,
coinpot.co,,,
conhive.com,,,
conhive.com,,,
cookiescript.info,,,
cookiescript.info,,,
cookiescriptcdn.pro,,,
cookiescriptcdn.pro,,,
cpufan.club,,,
cpufan.club,,,
cryptaloot.pro,,,
cryptaloot.pro,,,
crypto-pool.fr,,,
crypto-pool.fr,,,
cryptobara.com,,,
cryptobara.com,,,
cryptoloot.pro,,,
cryptoloot.pro,,,
cryptonoter.com,,,
cryptonoter.com,,,
cryptosearch.site,,,
cryptosearch.site,,,
cryptotab.net,,,
cryptotab.net,,,
csgocpu.com,,,
csgocpu.com,,,
datasecu.download,,,
datasecu.download,,,
de-mi-nis-ner.info,,,
de-mi-nis-ner.info,,,
de-mi-nis-ner2.info,,,
de-mi-nis-ner2.info,,,
deepc.cc,,,
deepc.cc,,,
digxmr.com,,,
digxmr.com,,,
doubleclick1.xyz,,,
doubleclick1.xyz,,,
doubleclick2.xyz,,,
doubleclick2.xyz,,,
doubleclick3.xyz,,,
doubleclick3.xyz,,,
doubleclick4.xyz,,,
doubleclick4.xyz,,,
doubleclick5.xyz,,,
doubleclick5.xyz,,,
doubleclick6.xyz,,,
doubleclick6.xyz,,,
dzizsih.ru,,,
dzizsih.ru,,,
encoding.ovh,,,
encoding.ovh,,,
etacontent.com,,,
etacontent.com,,,
etzbnfuigipwvs.ru,,,
etzbnfuigipwvs.ru,,,
eu.cf,,,
eu.cf,,,
eucsoft.com,,,
eucsoft.com,,,
exdynsrv.com,,,
exdynsrv.com,,,
fatisin.ru,,,
fatisin.ru,,,
fili.cc,,,
fili.cc,,,
fili.tv,,,
fili.tv,,,
flashx.co,,,
flashx.co,,,
flnqmin.org,,,
flnqmin.org,,,
formulawire.com,,,
formulawire.com,,,
forrealzpiratebay.org,,,
forrealzpiratebay.org,,,
fortpush.com,,,
fortpush.com,,,
fortrader.ru,,,
fortrader.ru,,,
freebitco.in,,,
freebitco.in,,,
freecontent.com,,,
freecontent.com,,,
freshrefresher.com,,,
freshrefresher.com,,,
freshrefreshnerer186.info,,,
freshrefreshnerer186.info,,,
freshrefreshnerer186rb.info,,,
freshrefreshnerer186rb.info,,,
fxnow.ru,,,
fxnow.ru,,,
g-content.bid,,,
g-content.bid,,,
g1thub.com,,,
g1thub.com,,,
gay-hotvideo.net,,,
gay-hotvideo.net,,,
gazanew.com,,,
gazanew.com,,,
gemius.pl,,,
gemius.pl,,,
getcryptotab.com,,,
getcryptotab.com,,,
gitgrub.pro,,,
gitgrub.pro,,,
goxmrminer.com,,,
goxmrminer.com,,,
graftpool.ovh,,,
graftpool.ovh,,,
gridcash.net,,,
gridcash.net,,,
gridiogrid.com,,,
gridiogrid.com,,,
hallaert.online,,,
hallaert.online,,,
hashvault.pro,,,
hashvault.pro,,,
hatevery.info,,,
hatevery.info,,,
hemnes.win,,,
hemnes.win,,,
hide.ovh,,,
hide.ovh,,,
hjnbvg.ru,,,
hjnbvg.ru,,,
hostcontent.live,,,
hostcontent.live,,,
hostingcloud.faith,,,
hostingcloud.faith,,,
hostingcloud.party,,,
hostingcloud.party,,,
hostingcloud.racing,,,
hostingcloud.racing,,,
hostingcloud.science,,,
hostingcloud.science,,,
httpp.gdn,,,
httpp.gdn,,,
igrid.org,,,
igrid.org,,,
infamylists.com,,,
infamylists.com,,,
ininmacerad.pro,,,
ininmacerad.pro,,,
insdrbot.com,,,
insdrbot.com,,,
intersportv.com,,,
intersportv.com,,,
irrrymucwxjl.ru,,,
irrrymucwxjl.ru,,,
istlandoll.com,,,
istlandoll.com,,,
jqcdn.download,,,
jqcdn.download,,,
jquery-uim.download,,,
jquery-uim.download,,,
jroqvbvw.info,,,
jroqvbvw.info,,,
jsccnn.com,,,
jsccnn.com,,,
jscoinminer.com,,,
jscoinminer.com,,,
jsecoin.com,,,
jsecoin.com,,,
justintvizletir.tv,,,
justintvizletir.tv,,,
jwduahujge.ru,,,
jwduahujge.ru,,,
jyhfuqoh.info,,,
jyhfuqoh.info,,,
kalipasindra.online,,,
kalipasindra.online,,,
kdowqlpt.info,,,
kdowqlpt.info,,,
kedtise.com,,,
kedtise.com,,,
kisshentai.net,,,
kisshentai.net,,,
laferia.cr,,,
laferia.cr,,,
laserveradedomaina.com,,,
laserveradedomaina.com,,,
ledhenone.com,,,
ledhenone.com,,,
ledinund.com,,,
ledinund.com,,,
lewd.ninja,,,
lewd.ninja,,,
lmodr.biz,,,
lmodr.biz,,,
losital.ru,,,
losital.ru,,,
ltstyov.ru,,,
ltstyov.ru,,,
mebablo.com,,,
mebablo.com,,,
mepirtedic.com,,,
mepirtedic.com,,,
mfio.cf,,,
mfio.cf,,,
mi-de-ner-nis3.info,,,
mi-de-ner-nis3.info,,,
minecrunch.co,,,
minecrunch.co,,,
minekitten.io,,,
minekitten.io,,,
minemytraffic.com,,,
minemytraffic.com,,,
minerad.com,,,
minerad.com,,,
minerclaim.net,,,
minerclaim.net,,,
minero.cc,,,
minero.cc,,,
minero.pw,,,
minero.pw,,,
minescripts.info,,,
minescripts.info,,,
minexmr.com,,,
minexmr.com,,,
mining.best,,,
mining.best,,,
mining711.com,,,
mining711.com,,,
minr.pw,,,
minr.pw,,,
mmc.center,,,
mmc.center,,,
mmpool.org,,,
mmpool.org,,,
moneroocean.stream,,,
moneroocean.stream,,,
monitoringservice.co,,,
monitoringservice.co,,,
monkeyminer.net,,,
monkeyminer.net,,,
moonbit.co.in,,,
moonbit.co.in,,,
moonify.io,,,
moonify.io,,,
moonsade.com,,,
moonsade.com,,,
morningdigit.com,,,
morningdigit.com,,,
msdns.online,,,
msdns.online,,,
msg-2.me,,,
msg-2.me,,,
mwor.gq,,,
mwor.gq,,,
myoffers.bid,,,
myoffers.bid,,,
nahnoji.cz,,,
nahnoji.cz,,,
nametraff.com,,,
nametraff.com,,,
nathetsof.com,,,
nathetsof.com,,,
nddmcconmqsy.ru,,,
nddmcconmqsy.ru,,,
nerdorium.org,,,
nerdorium.org,,,
nerohut.com,,,
nerohut.com,,,
never.ovh,,,
never.ovh,,,
nextbdom.ru,,,
nextbdom.ru,,,
nexttime.ovh,,,
nexttime.ovh,,,
nfwebminer.com,,,
nfwebminer.com,,,
nimiq-network.com,,,
nimiq-network.com,,,
nimiq.com,,,
nimiq.com,,,
nimiq.network,,,
nimiq.network,,,
nimiq.watch,,,
nimiq.watch,,,
nimiqpool.com,,,
nimiqpool.com,,,
nimiqtest.net,,,
nimiqtest.net,,,
ninaning.com,,,
ninaning.com,,,
ningtoldrop.ru,,,
ningtoldrop.ru,,,
noblock.pro,,,
noblock.pro,,,
norespar.ru,,,
norespar.ru,,,
nullrefexcep.com,,,
nullrefexcep.com,,,
oei1.gq,,,
oei1.gq,,,
offerreality.com,,,
offerreality.com,,,
ogrid.org,,,
ogrid.org,,,
okexysylgzo.ru,,,
okexysylgzo.ru,,,
omine.org,,,
omine.org,,,
pampopholf.com,,,
pampopholf.com,,,
pcejuyhjucmkiny.ru,,,
pcejuyhjucmkiny.ru,,,
pearno.com,,,
pearno.com,,,
pebx.pl,,,
pebx.pl,,,
pema.cl,,,
pema.cl,,,
pertholin.com,,,
pertholin.com,,,
pirataibay.in,,,
pirataibay.in,,,
pirateahoy.net,,,
pirateahoy.net,,,
piratebay.tel,,,
piratebay.tel,,,
ppoi.org,,,
ppoi.org,,,
pr0gram.org,,,
pr0gram.org,,,
premiumstats.xyz,,,
premiumstats.xyz,,,
proj2018.xyz,,,
proj2018.xyz,,,
proxytpb.pw,,,
proxytpb.pw,,,
punchsub.net,,,
punchsub.net,,,
pushno.com,,,
pushno.com,,,
questionfly.com,,,
questionfly.com,,,
reauthenticator.com,,,
reauthenticator.com,,,
refreshnerer27.info,,,
refreshnerer27.info,,,
refreshnerer27rb.info,,,
refreshnerer27rb.info,,,
refunevent.com,,,
refunevent.com,,,
renhertfo.com,,,
renhertfo.com,,,
rmawm7mw.top,,,
rmawm7mw.top,,,
ron.si,,,
ron.si,,,
rove.cl,,,
rove.cl,,,
rowherthat.ru,,,
rowherthat.ru,,,
s7ven.com,,,
s7ven.com,,,
safelinkconverter.com,,,
safelinkconverter.com,,,
scalaproject.io,,,
scalaproject.io,,,
scaleway.ovh,,,
scaleway.ovh,,,
seminarski-diplomski.co.rs,,,
seminarski-diplomski.co.rs,,,
service4refresh.info,,,
service4refresh.info,,,
sharing-is-caring.info,,,
sharing-is-caring.info,,,
shrink-service.it,,,
shrink-service.it,,,
sighash.info,,,
sighash.info,,,
silimbompom.com,,,
silimbompom.com,,,
sm3na.com,,,
sm3na.com,,,
smartoffer.site,,,
smartoffer.site,,,
sparnove.com,,,
sparnove.com,,,
sportstream365.com,,,
sportstream365.com,,,
srcip.com,,,
srcip.com,,,
srcu.com,,,
srcu.com,,,
stati.bid,,,
stati.bid,,,
stati.in,,,
stati.in,,,
static-cnt.bid,,,
static-cnt.bid,,,
staticsfs.host,,,
staticsfs.host,,,
stonecalcom.com,,,
stonecalcom.com,,,
swiftmining.win,,,
swiftmining.win,,,
techtricksworld.com,,,
techtricksworld.com,,,
terethat.ru,,,
terethat.ru,,,
tgtvbngp.ru,,,
tgtvbngp.ru,,,
thathislitt.ru,,,
thathislitt.ru,,,
theappguruz.com,,,
theappguruz.com,,,
thepiratebay-proxylist.se,,,
thepiratebay-proxylist.se,,,
thepiratebay.is,,,
thepiratebay.is,,,
thepiratebay.org,,,
thepiratebay.org,,,
thepiratebay.wtf,,,
thepiratebay.wtf,,,
tidafors.xyz,,,
tidafors.xyz,,,
torrent.pw,,,
torrent.pw,,,
tpb.tw,,,
tpb.tw,,,
traffic-tech-service.info,,,
traffic-tech-service.info,,,
tubetitties.com,,,
tubetitties.com,,,
tulip18.com,,,
tulip18.com,,,
turnsocial.com,,,
turnsocial.com,,,
ulnawoyyzbljc.ru,,,
ulnawoyyzbljc.ru,,,
ultranote.org,,,
ultranote.org,,,
unrummaged.com,,,
unrummaged.com,,,
uoldid.ru,,,
uoldid.ru,,,
update-your-pc.info,,,
update-your-pc.info,,,
vcfs6ip5h6.bid,,,
vcfs6ip5h6.bid,,,
vcrypt.net,,,
vcrypt.net,,,
verifier.live,,,
verifier.live,,,
veritrol.com,,,
veritrol.com,,,
verresof.com,,,
verresof.com,,,
viaxmr.com,,,
viaxmr.com,,,
videoplayer2.xyz,,,
videoplayer2.xyz,,,
vidfile.net,,,
vidfile.net,,,
vidzi.tv,,,
vidzi.tv,,,
vkcdnservice.com,,,
vkcdnservice.com,,,
vuryua.ru,,,
vuryua.ru,,,
vzhjnorkudcxbiy.com,,,
vzhjnorkudcxbiy.com,,,
webmine.pro,,,
webmine.pro,,,
webminer.pro,,,
webminer.pro,,,
webminerpool.com,,,
webminerpool.com,,,
webxmr.com,,,
webxmr.com,,,
whathyx.com,,,
whathyx.com,,,
whysoserius.club,,,
whysoserius.club,,,
wildianing.ru,,,
wildianing.ru,,,
wilf.cn,,,
wilf.cn,,,
wordc.ga,,,
wordc.ga,,,
wqgkainysj.ru,,,
wqgkainysj.ru,,,
wronpeci.com,,,
wronpeci.com,,,
www.fr,,,
www.fr,,,
xbasfbno.info,,,
xbasfbno.info,,,
xmg.cool,,,
xmg.cool,,,
xmr.co,,,
xmr.co,,,
xmr.cool,,,
xmr.cool,,,
yrdrtzmsmt.com,,,
yrdrtzmsmt.com,,,
zona.plus,,,
zona.plus,,,
8000plus.si,,,
8000plus.si,,,
adbtc.top,,,
adbtc.top,,,
ahoyhyperbay.com,,,
ahoyhyperbay.com,,,
airproxyboat.in,,,
airproxyboat.in,,,
airproxyunblocked.org,,,
airproxyunblocked.org,,,
ajcryptominer.com,,,
ajcryptominer.com,,,
aleinvest.xyz,,,
aleinvest.xyz,,,
altpool.pro,,,
altpool.pro,,,
anybest.site,,,
anybest.site,,,
auroramine.com,,,
auroramine.com,,,
authedmine.com,,,
authedmine.com,,,
authedwebmine.cz,,,
authedwebmine.cz,,,
bablace.com,,,
bablace.com,,,
besstahete.info,,,
besstahete.info,,,
bestmobiworld.com,,,
bestmobiworld.com,,,
bewaslac.com,,,
bewaslac.com,,,
bmnr.pw,,,
bmnr.pw,,,
bmpx.pw,,,
bmpx.pw,,,
bmst.pw,,,
bmst.pw,,,
brominer.com,,,
brominer.com,,,
chmproxy.bid,,,
chmproxy.bid,,,
cieh.mx,,,
cieh.mx,,,
cloudcoins.co,,,
cloudcoins.co,,,
cnt.st,,,
cnt.st,,,
coin-cube.com,,,
coin-cube.com,,,
coinerra.com,,,
coinerra.com,,,
coingive.com,,,
coingive.com,,,
coin-have.com,,,
coin-have.com,,,
coinhive.com,,,
coinhive.com,,,
coinhiveproxy.com,,,
coinhiveproxy.com,,,
coinhiver.com,,,
coinhiver.com,,,
coinhives.com,,,
coinhives.com,,,
coinhub.win,,,
coinhub.win,,,
coinimp.com,,,
coinimp.com,,,
coinimp.net,,,
coinimp.net,,,
coinminingonline.com,,,
coinminingonline.com,,,
coinnebula.com,,,
coinnebula.com,,,
coinwebmining.com,,,
coinwebmining.com,,,
coinworker.com,,,
coinworker.com,,,
cryptoblocks.site,,,
cryptoblocks.site,,,
crypto-loot.com,,,
crypto-loot.com,,,
crypto-webminer.com,,,
crypto-webminer.com,,,
cuev.in,,,
cuev.in,,,
dekoder.ws,,,
dekoder.ws,,,
de-ner-mi-nis4.info,,,
de-ner-mi-nis4.info,,,
de-nis-ner-mi-5.info,,,
de-nis-ner-mi-5.info,,,
devappgrant.space,,,
devappgrant.space,,,
directprimal.com,,,
directprimal.com,,,
easyhash.io,,,
easyhash.io,,,
elthamely.com,,,
elthamely.com,,,
et-code.ru,,,
et-code.ru,,,
eth-pocket.com,,,
eth-pocket.com,,,
f1tbit.com,,,
f1tbit.com,,,
fblaster.com,,,
fblaster.com,,,
feesocrald.com,,,
feesocrald.com,,,
firmware.center,,,
firmware.center,,,
flare-analytics.com,,,
flare-analytics.com,,,
flashx.pw,,,
flashx.pw,,,
free4faucet.com,,,
free4faucet.com,,,
freecontent.date,,,
freecontent.date,,,
freecontent.download,,,
freecontent.download,,,
freecontent.info,,,
freecontent.info,,,
freecontent.net,,,
freecontent.net,,,
freecontent.stream,,,
freecontent.stream,,,
freeproxy.ro,,,
freeproxy.ro,,,
futeboltv.com,,,
futeboltv.com,,,
gaypornwave.com,,,
gaypornwave.com,,,
goldoffer.online,,,
goldoffer.online,,,
goodkino.biz,,,
goodkino.biz,,,
googleanalytcs.com,,,
googleanalytcs.com,,,
gramombird.com,,,
gramombird.com,,,
gxbrowser.net,,,
gxbrowser.net,,,
hashing.win,,,
hashing.win,,,
hk.rs,,,
hk.rs,,,
hzsod71wov.me,,,
hzsod71wov.me,,,
indiaproxydl.org,,,
indiaproxydl.org,,,
inwemo.com,,,
inwemo.com,,,
jlzebszkilcz.ru,,,
jlzebszkilcz.ru,,,
jscdndel.com,,,
jscdndel.com,,,
kinohabr.net,,,
kinohabr.net,,,
kissdoujin.com,,,
kissdoujin.com,,,
lightminer.co,,,
lightminer.co,,,
livestatsnet.services,,,
livestatsnet.services,,,
machieved.com,,,
machieved.com,,,
mollnia.com,,,
mollnia.com,,,
monad.network,,,
monad.network,,,
monerise.com,,,
monerise.com,,,
monero-miner.com,,,
monero-miner.com,,,
monero-miner.net,,,
monero-miner.net,,,
monerominer.rocks,,,
monerominer.rocks,,,
munero.me,,,
munero.me,,,
my-rigs.com,,,
my-rigs.com,,,
nablabee.com,,,
nablabee.com,,,
ner-de-mi-nis-6.info,,,
ner-de-mi-nis-6.info,,,
notmining.org,,,
notmining.org,,,
olecintri.com,,,
olecintri.com,,,
panelsave.com,,,
panelsave.com,,,
papoto.com,,,
papoto.com,,,
pietpiraat.org,,,
pietpiraat.org,,,
pocketgolf.host,,,
pocketgolf.host,,,
projectpoi.com,,,
projectpoi.com,,,
proxy4life.org,,,
proxy4life.org,,,
proxyfl.info,,,
proxyfl.info,,,
ratingtoplist.com,,,
ratingtoplist.com,,,
rocks.io,,,
rocks.io,,,
serie-vostfr.com,,,
serie-vostfr.com,,,
serv1swork.com,,,
serv1swork.com,,,
sickrage.ca,,,
sickrage.ca,,,
simpleco.in,,,
simpleco.in,,,
spacepools.org,,,
spacepools.org,,,
sparechange.io,,,
sparechange.io,,,
srcips.com,,,
srcips.com,,,
statdynamic.com,,,
statdynamic.com,,,
statistic.date,,,
statistic.date,,,
statpipe.ru,,,
statpipe.ru,,,
str1kee.com,,,
str1kee.com,,,
streamdream.ws,,,
streamdream.ws,,,
streamplay.me,,,
streamplay.me,,,
sunhd.info,,,
sunhd.info,,,
supportxmr.com,,,
supportxmr.com,,,
sweetbook.net,,,
